Match_Id,Player_Id,Team_Id,Is_Keeper,Is_Captain
335987,1,1,0,1
335987,2,1,0,0
335987,3,1,0,0
335987,4,1,0,0
335987,5,1,0,0
335987,6,2,0,1
335987,7,2,0,0
335987,8,2,0,0
335987,9,2,0,0
335987,10,2,0,0
335987,11,2,1,0
335987,12,2,0,0
335987,13,2,0,0
335987,14,2,0,0
335987,15,2,0,0
335987,16,2,0,0
335987,63,1,0,0
335987,62,1,1,0
335987,82,1,0,0
335987,106,1,0,0
335987,83,1,0,0
335987,84,1,0,0
335988,17,3,0,0
335988,18,3,0,0
335988,19,3,0,0
335988,20,3,1,1
335988,21,3,0,0
335988,22,3,0,0
335988,23,3,0,0
335988,24,4,0,0
335988,25,4,0,0
335988,26,4,1,0
335988,27,4,0,1
335988,28,4,0,0
335988,29,4,0,0
335988,119,3,0,0
335988,435,3,0,0
335988,120,3,0,0
335988,121,3,0,0
335988,466,4,0,0
335988,66,4,0,0
335988,67,4,0,0
335988,68,4,0,0
335988,77,4,0,0
335989,30,5,0,0
335989,31,5,0,0
335989,32,5,0,0
335989,33,5,0,0
335989,34,5,0,0
335989,35,5,0,0
335989,36,5,1,0
335989,37,5,0,0
335989,38,5,0,1
335989,39,5,0,0
335989,40,6,0,0
335989,41,6,0,1
335989,42,6,0,0
335989,126,5,0,0
335989,87,6,0,0
335989,88,6,1,0
335989,89,6,0,0
335989,171,6,0,0
335989,175,6,0,0
335989,90,6,0,0
335989,436,6,0,0
335989,118,6,0,0
335990,43,7,1,0
335990,44,7,0,0
335990,45,7,0,0
335990,46,7,0,0
335990,47,7,0,0
335990,48,7,0,0
335990,49,7,0,0
335990,50,7,0,1
335990,51,2,0,0
335990,6,2,0,1
335990,52,2,0,0
335990,9,2,0,0
335990,8,2,0,0
335990,11,2,1,0
335990,12,2,0,0
335990,72,7,0,0
335990,73,7,0,0
335990,80,7,0,0
335990,14,2,0,0
335990,15,2,0,0
335990,16,2,0,0
335990,81,2,0,0
335991,53,8,1,0
335991,54,8,0,0
335991,55,8,0,1
335991,56,8,0,0
335991,57,8,0,0
335991,58,8,0,0
335991,232,8,0,0
335991,59,8,0,0
335991,60,8,0,0
335991,61,8,0,0
335991,131,8,0,0
335991,62,1,1,0
335991,2,1,0,0
335991,3,1,0,0
335991,1,1,0,1
335991,4,1,0,0
335991,5,1,0,0
335991,63,1,0,0
335991,82,1,0,0
335991,106,1,0,0
335991,83,1,0,0
335991,84,1,0,0
335992,24,4,0,0
335992,25,4,0,0
335992,26,4,1,0
335992,64,4,0,0
335992,27,4,0,1
335992,29,4,0,0
335992,65,4,0,0
335992,66,4,0,0
335992,67,4,0,0
335992,68,4,0,0
335992,33,5,0,0
335992,69,5,1,0
335992,31,5,0,0
335992,32,5,0,0
335992,34,5,0,0
335992,35,5,0,0
335992,77,4,0,0
335992,75,5,0,0
335992,37,5,0,0
335992,38,5,0,1
335992,39,5,0,0
335992,126,5,0,0
335993,53,8,1,0
335993,54,8,0,0
335993,55,8,0,1
335993,56,8,0,0
335993,57,8,0,0
335993,70,8,0,0
335993,59,8,0,0
335993,232,8,0,0
335993,60,8,0,0
335993,61,8,0,0
335993,40,6,0,0
335993,41,6,0,1
335993,42,6,0,0
335993,131,8,0,0
335993,86,6,0,0
335993,88,6,1,0
335993,87,6,0,0
335993,89,6,0,0
335993,90,6,0,0
335993,117,6,0,0
335993,91,6,0,0
335993,118,6,0,0
335994,17,3,0,0
335994,18,3,0,0
335994,19,3,0,0
335994,21,3,0,0
335994,20,3,1,1
335994,22,3,0,0
335994,23,3,0,0
335994,43,7,1,0
335994,44,7,0,0
335994,46,7,0,0
335994,49,7,0,0
335994,71,7,0,0
335994,48,7,0,0
335994,72,7,0,0
335994,50,7,0,1
335994,73,7,0,0
335994,119,3,0,0
335994,435,3,0,0
335994,120,3,0,0
335994,121,3,0,0
335994,150,7,0,0
335994,80,7,0,0
335995,53,8,1,0
335995,55,8,0,1
335995,70,8,0,0
335995,56,8,0,0
335995,57,8,0,0
335995,232,8,0,0
335995,69,5,1,0
335995,74,5,0,0
335995,31,5,0,0
335995,32,5,0,0
335995,33,5,0,0
335995,35,5,0,0
335995,38,5,0,1
335995,37,5,0,0
335995,75,5,0,0
335995,59,8,0,0
335995,60,8,0,0
335995,61,8,0,0
335995,131,8,0,0
335995,99,8,0,0
335995,39,5,0,0
335995,126,5,0,0
335996,24,4,0,0
335996,29,4,0,0
335996,26,4,1,0
335996,27,4,0,1
335996,76,4,0,0
335996,64,4,0,0
335996,65,4,0,0
335996,66,4,0,0
335996,67,4,0,0
335996,77,4,0,0
335996,78,4,0,0
335996,43,7,1,0
335996,44,7,0,0
335996,46,7,0,0
335996,71,7,0,0
335996,79,7,0,0
335996,49,7,0,0
335996,48,7,0,0
335996,50,7,0,1
335996,72,7,0,0
335996,80,7,0,0
335996,73,7,0,0
335997,51,2,0,0
335997,6,2,0,1
335997,52,2,0,0
335997,9,2,0,0
335997,8,2,0,0
335997,11,2,1,0
335997,14,2,0,0
335997,16,2,0,0
335997,15,2,0,0
335997,81,2,0,0
335997,74,5,0,0
335997,36,5,1,0
335997,31,5,0,0
335997,32,5,0,0
335997,33,5,0,0
335997,124,2,0,0
335997,35,5,0,0
335997,37,5,0,0
335997,38,5,0,1
335997,102,5,0,0
335997,39,5,0,0
335997,126,5,0,0
335998,1,1,0,1
335998,2,1,1,0
335998,3,1,0,0
335998,62,1,0,0
335998,4,1,0,0
335998,5,1,0,0
335998,63,1,0,0
335998,82,1,0,0
335998,83,1,0,0
335998,84,1,0,0
335998,106,1,0,0
335998,17,3,0,0
335998,18,3,0,0
335998,20,3,1,1
335998,19,3,0,0
335998,23,3,0,0
335998,21,3,0,0
335998,22,3,0,0
335998,119,3,0,0
335998,435,3,0,0
335998,120,3,0,0
335998,121,3,0,0
335999,43,7,1,0
335999,44,7,0,0
335999,85,7,0,0
335999,46,7,0,0
335999,49,7,0,1
335999,48,7,0,0
335999,71,7,0,0
335999,72,7,0,0
335999,53,8,1,0
335999,55,8,0,1
335999,73,7,0,0
335999,80,7,0,0
335999,148,7,0,0
335999,56,8,0,0
335999,57,8,0,0
335999,70,8,0,0
335999,59,8,0,0
335999,232,8,0,0
335999,61,8,0,0
335999,131,8,0,0
335999,99,8,0,0
335999,98,8,0,0
336000,40,6,0,0
336000,41,6,0,1
336000,42,6,0,0
336000,86,6,0,0
336000,87,6,0,0
336000,88,6,1,0
336000,89,6,0,0
336000,90,6,0,0
336000,91,6,0,0
336000,24,4,0,0
336000,28,4,0,0
336000,26,4,1,0
336000,64,4,0,0
336000,27,4,0,1
336000,92,4,0,0
336000,29,4,0,0
336000,66,4,0,0
336000,117,6,0,0
336000,118,6,0,0
336000,67,4,0,0
336000,77,4,0,0
336000,78,4,0,0
336001,17,3,0,0
336001,18,3,0,0
336001,19,3,0,0
336001,21,3,0,0
336001,20,3,1,1
336001,22,3,0,0
336001,93,2,0,0
336001,7,2,0,0
336001,52,2,0,0
336001,9,2,0,0
336001,11,2,1,0
336001,8,2,0,0
336001,6,2,0,1
336001,14,2,0,0
336001,15,2,0,0
336001,12,2,0,0
336001,94,2,0,0
336001,23,3,0,0
336001,109,3,0,0
336001,119,3,0,0
336001,435,3,0,0
336001,120,3,0,0
336002,2,1,1,0
336002,1,1,0,1
336002,3,1,0,0
336002,95,1,0,0
336002,4,1,0,0
336002,5,1,0,0
336002,63,1,0,0
336002,82,1,0,0
336002,83,1,0,0
336002,84,1,0,0
336002,85,7,0,0
336002,44,7,0,0
336002,96,7,0,0
336002,46,7,0,0
336002,71,7,0,0
336002,106,1,0,0
336002,49,7,0,1
336002,48,7,0,0
336002,73,7,0,0
336002,80,7,0,0
336002,149,7,0,0
336002,47,7,1,0
336003,40,6,0,0
336003,41,6,0,1
336003,42,6,0,0
336003,86,6,0,0
336003,88,6,1,0
336003,87,6,0,0
336003,89,6,0,0
336003,14,2,0,0
336003,7,2,0,0
336003,52,2,0,0
336003,9,2,0,0
336003,6,2,0,1
336003,11,2,1,0
336003,8,2,0,0
336003,175,6,0,0
336003,117,6,0,0
336003,91,6,0,0
336003,118,6,0,0
336003,15,2,0,0
336003,94,2,0,0
336003,81,2,0,0
336003,16,2,0,0
336004,53,8,1,0
336004,55,8,0,1
336004,97,8,0,0
336004,57,8,0,0
336004,70,8,0,0
336004,54,8,0,0
336004,59,8,0,0
336004,98,8,0,0
336004,99,8,0,0
336004,61,8,0,0
336004,100,4,0,0
336004,76,4,0,0
336004,26,4,1,0
336004,27,4,0,1
336004,64,4,0,0
336004,131,8,0,0
336004,24,4,0,0
336004,29,4,0,0
336004,67,4,0,0
336004,77,4,0,0
336004,78,4,0,0
336004,437,4,0,0
336005,74,5,0,0
336005,101,5,0,0
336005,33,5,0,0
336005,31,5,0,0
336005,32,5,0,0
336005,35,5,0,0
336005,38,5,0,1
336005,102,5,0,0
336005,36,5,1,0
336005,103,1,0,0
336005,1,1,0,1
336005,82,1,0,0
336005,104,1,0,0
336005,4,1,0,0
336005,63,1,0,0
336005,95,1,0,0
336005,62,1,1,0
336005,105,1,0,0
336005,84,1,0,0
336005,106,1,0,0
336005,39,5,0,0
336005,126,5,0,0
336006,17,3,0,0
336006,107,3,0,0
336006,108,3,0,0
336006,20,3,1,1
336006,109,3,0,0
336006,21,3,0,0
336006,23,3,0,0
336006,119,3,0,0
336006,40,6,0,0
336006,41,6,0,1
336006,110,6,0,0
336006,42,6,0,0
336006,122,3,0,0
336006,120,3,0,0
336006,121,3,0,0
336006,86,6,0,0
336006,88,6,1,0
336006,89,6,0,0
336006,91,6,0,0
336006,118,6,0,0
336006,116,6,0,0
336006,117,6,0,0
336007,53,8,1,1
336007,97,8,0,0
336007,57,8,0,0
336007,111,8,0,0
336007,54,8,0,0
336007,112,8,0,0
336007,232,8,0,0
336007,59,8,0,0
336007,60,8,0,0
336007,61,8,0,0
336007,143,8,0,0
336007,9,2,0,0
336007,7,2,0,0
336007,113,2,0,0
336007,6,2,0,1
336007,10,2,0,0
336007,8,2,0,0
336007,12,2,0,0
336007,132,2,1,0
336007,81,2,0,0
336007,124,2,0,0
336007,94,2,0,0
336008,100,4,0,0
336008,25,4,0,0
336008,26,4,1,0
336008,27,4,0,1
336008,64,4,0,0
336008,24,4,0,0
336008,29,4,0,0
336008,67,4,0,0
336008,5,1,0,0
336008,1,1,0,1
336008,95,1,0,0
336008,104,1,0,0
336008,4,1,0,0
336008,63,1,0,0
336008,62,1,1,0
336008,82,1,0,0
336008,77,4,0,0
336008,78,4,0,0
336008,437,4,0,0
336008,105,1,0,0
336008,84,1,0,0
336008,106,1,0,0
336009,114,7,1,0
336009,44,7,0,0
336009,45,7,0,0
336009,46,7,0,0
336009,71,7,0,0
336009,48,7,0,0
336009,49,7,0,1
336009,79,7,0,0
336009,115,7,0,0
336009,73,7,0,0
336009,40,6,0,0
336009,41,6,0,1
336009,42,6,0,0
336009,110,6,0,0
336009,86,6,0,0
336009,88,6,1,0
336009,89,6,0,0
336009,116,6,0,0
336009,91,6,0,0
336009,117,6,0,0
336009,118,6,0,0
336009,80,7,0,0
336010,17,3,0,0
336010,107,3,0,0
336010,108,3,0,0
336010,21,3,0,0
336010,23,3,0,0
336010,20,3,1,1
336010,109,3,0,0
336010,119,3,0,0
336010,120,3,0,0
336010,121,3,0,0
336010,122,3,0,0
336010,74,5,0,0
336010,101,5,0,0
336010,31,5,0,0
336010,32,5,0,0
336010,36,5,1,0
336010,33,5,0,0
336010,35,5,0,0
336010,38,5,0,1
336010,102,5,0,0
336010,39,5,0,0
